,sent_text,target,argument,label
2580,The Aksa Martyrs Brigades announced on Sunday that its members have succeeded in manufacturing chemical and biological weapons .,announced,Aksa,speaker
2581,The Aksa Martyrs Brigades announced on Sunday that its members have succeeded in manufacturing chemical and biological weapons .,announced,Sunday,time
2582,"It also threatened to use the weapons against IDF soldiers if Israel carried out its threats to invade the Gaza Strip . ( The Jerusalem Post , 25Jun06 , Khaled Abu Toameh ) ( Link )",use,weapons,instrument
2583,"It also threatened to use the weapons against IDF soldiers if Israel carried out its threats to invade the Gaza Strip . ( The Jerusalem Post , 25Jun06 , Khaled Abu Toameh ) ( Link )",use,IDF,purpose
2584,"It also threatened to use the weapons against IDF soldiers if Israel carried out its threats to invade the Gaza Strip . ( The Jerusalem Post , 25Jun06 , Khaled Abu Toameh ) ( Link )",use,It,agent
2585,"It also threatened to use the weapons against IDF soldiers if Israel carried out its threats to invade the Gaza Strip . ( The Jerusalem Post , 25Jun06 , Khaled Abu Toameh ) ( Link )",invade,Gaza,land
2586,"It also threatened to use the weapons against IDF soldiers if Israel carried out its threats to invade the Gaza Strip . ( The Jerusalem Post , 25Jun06 , Khaled Abu Toameh ) ( Link )",invade,Israel,invader
2587,"Islamists will set off dirty bomb , spy bosses believe",set,Islamists,cause
2588,"Islamists will set off dirty bomb , spy bosses believe",set,bomb,effect
2589,"The warning comes three weeks after 250 police officers stormed the home of two Muslim brothers in Forest Gate , east London , in the mistaken belief that they were attempting to develop a chemical bomb .",attempting,they,agent
2590,"The warning comes three weeks after 250 police officers stormed the home of two Muslim brothers in Forest Gate , east London , in the mistaken belief that they were attempting to develop a chemical bomb .",attempting,chemical,goal
2591,"The warning comes three weeks after 250 police officers stormed the home of two Muslim brothers in Forest Gate , east London , in the mistaken belief that they were attempting to develop a chemical bomb .",develop,they,agent
2592,"The warning comes three weeks after 250 police officers stormed the home of two Muslim brothers in Forest Gate , east London , in the mistaken belief that they were attempting to develop a chemical bomb .",develop,chemical,project
2593,"It follows growing concern among members of Britain 's intelligence and security hierarchy that if a CBRN attack took place in the City of London it would devastate Britain 's economy and severely damage the economies of Europe and America . ( Telegraph .co.uk , 25Jun06 , Sean Rayment ) ( Link )",took,CBRN,event
2594,"It follows growing concern among members of Britain 's intelligence and security hierarchy that if a CBRN attack took place in the City of London it would devastate Britain 's economy and severely damage the economies of Europe and America . ( Telegraph .co.uk , 25Jun06 , Sean Rayment ) ( Link )",took,City,place
2595,"On 23 April 2003 in Beijing , North Korean Deputy Foreign Minster Li Gun ( Lee Gu ( n ) reportedly told U.S. Assistant Secretary for East Asian and Pacific Affairs James Kelly that North Korea possesses nuclear weapons .",told,April,time
2596,"On 23 April 2003 in Beijing , North Korean Deputy Foreign Minster Li Gun ( Lee Gu ( n ) reportedly told U.S. Assistant Secretary for East Asian and Pacific Affairs James Kelly that North Korea possesses nuclear weapons .",told,Beijing,place
2597,"On 23 April 2003 in Beijing , North Korean Deputy Foreign Minster Li Gun ( Lee Gu ( n ) reportedly told U.S. Assistant Secretary for East Asian and Pacific Affairs James Kelly that North Korea possesses nuclear weapons .",possesses,North,owner
2598,"On 23 April 2003 in Beijing , North Korean Deputy Foreign Minster Li Gun ( Lee Gu ( n ) reportedly told U.S. Assistant Secretary for East Asian and Pacific Affairs James Kelly that North Korea possesses nuclear weapons .",possesses,weapons,possession
2599,"On 10 February 2005 , the North Korean Foreign Ministry confirmed Li 's statement by announcing that Pyongyang had manufactured nuclear weapons .",confirmed,February,time
2600,"On 10 February 2005 , the North Korean Foreign Ministry confirmed Li 's statement by announcing that Pyongyang had manufactured nuclear weapons .",confirmed,Li,message
